sample_id,gtseq_chr28_geno,pop_structure_id,cv_fall,cv_late_fall,cv_spring,cv_winter,tributary,butte_fall,fr_hfall,fr_hsp,mill_deer_fall,san_joaquin_fall,butte_sp,mill_deer_sp,coleman_lf,sac_win,reason_not_added
YUR23_9_A_14b,LATE,FALL,1,0,0,0,NA,0.004,0.057,0,0.461,0.478,0,0,0,0,NONSTANDARD SAMPLE ID
BTC24_10_A_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING DATA
BTC24_10_C_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING DATA
BUT24_8_A_4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING DATA
BUT24_9_E_1,NA,FALL,0.51,0,0.49,0,NA,0.01,0.463,0.019,0.01,0.005,0.438,0.056,0,0,CASE 1
C240375SWP,NA,FALL,0.7,0.21,0.09,0,NA,0.027,0.166,0.12,0.227,0.158,0.088,0.002,0.211,0,NONSTANDARD SAMPLE ID
C240454SWP,LATE,LATEFALL,0.38,0.62,0,0,NA,0.009,0.075,0.001,0.164,0.129,0,0,0.622,0,NONSTANDARD SAMPLE ID
C240707SWP,LATE,LATEFALL,0.39,0.61,0,0,NA,0.004,0.383,0.002,0.001,0.004,0,0,0.606,0,NONSTANDARD SAMPLE ID
CLR24_10_A_5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING DATA
CLR24_4_A_12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING DATA
CLR24_4_A_12_dupe,HETEROZYGOTE,SPRING,0.01,0,0.99,0,ButteSp,0.007,0.001,0,0,0,0.991,0.001,0,0,NONSTANDARD SAMPLE ID
CLR24_4_A_13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING DATA
CLR24_4_A_13_dupe,EARLY,SPRING,1,0,0,0,Feather River Spring,0,0.074,0.913,0.006,0.007,0,0,0,0,NONSTANDARD SAMPLE ID
CLR24_4_A_20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING DATA
CLR24_6_A_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING DATA
CLR24_8_A_19,NA,FALL,0.99,0.01,0,0,NA,0.026,0.278,0.004,0.193,0.492,0.001,0,0.006,0,CASE 1
DEL24_12_B_7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING DATA
DEL24_12_B_8,NA,FALL,1,0,0,0,NA,0,0.009,0,0.935,0.055,0,0,0,0,CASE 1
DEL24_5_A_10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING DATA
DEL24_6_A_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING DATA
DER24_10_A_4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING DATA
DER24_13_B_2,NA,FALL,0.93,0,0.07,0,NA,0.127,0.671,0.061,0.016,0.051,0.048,0.025,0,0,CASE 1
DER24_13_B_3,NA,SPRING,0.09,0,0.91,0,ButteSp,0.014,0.069,0,0.004,0.003,0.909,0.001,0,0,CASE 1
DER24_13_C_2,NA,FALL,0.74,0,0.26,0,NA,0.128,0.114,0.004,0.417,0.077,0.252,0.008,0,0,CASE 1
DER24_13_C_3,NA,FALL,0.97,0.02,0,0,NA,0.023,0.616,0.006,0.109,0.219,0.004,0.001,0.022,0,CASE 1
DER24_14_C_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING DATA
DER24_14_C_2,NA,NA,NA,NA,NA,NA,ButteSp,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING DATA
DER24_14_C_3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING DATA
DER24_4_D_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING DATA
DER24_4_D_2,NA,FALL,0.9,0.01,0.1,0,NA,0.036,0.776,0.011,0.053,0.021,0.018,0.077,0.007,0,CASE 1
DER24_4_D_4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING DATA
DER24_6_D_16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING DATA
DER24_6_D_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING DATA
DER24_7_D_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING DATA
DER24_9_A_3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING DATA
E1_2_P1_EBK_1_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING DATA
E1_2_P1_EBK_1_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING DATA
E1_2_P1_EBK_1_3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING DATA
E1_2_P1_EBK_1_4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING DATA
E3_4_P1_EBK_1_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING DATA
E3_4_P1_EBK_1_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING DATA
E3_4_P1_EBK_1_3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING DATA
E3_4_P1_EBK_1_4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING DATA
E3_4_P2_EBK_1_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING DATA
E3_4_P2_EBK_1_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING DATA
E3_4_P2_EBK_1_3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING DATA
E3_4_P2_EBK_1_4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING DATA
E5_6_P5_EBK_5_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING DATA
E5_6_P5_EBK_5_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING DATA
E5_6_P5_EBK_5_3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING DATA
E5_6_P5_EBK_5_4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING DATA
E5_6_P8_EBK_3_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING DATA
E7_8_P5_EBK_5_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING DATA
E7_8_P5_EBK_5_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING DATA
E7_8_P5_EBK_5_3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING DATA
E7_8_P5_EBK_5_4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING DATA
E7_8_P9_EBK_9_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING DATA
F1724_10_A_12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING DATA
F1724_10_A_16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING DATA
F1724_10_A_4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING DATA
F1724_12_A_7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING DATA
F1724_13_A_4,NA,FALL,1,0,0,0,NA,0.356,0.196,0.012,0.027,0.407,0,0,0,0,CASE 1
F1724_3_A_1,NA,FALL,1,0,0,0,NA,0.042,0.408,0.012,0.054,0.482,0.002,0.001,0,0,CASE 1
F1724_5_A_22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING DATA
F1724_6_A_19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING DATA
F1724_6_A_5,NA,FALL,1,0,0,0,NA,0.023,0.803,0.008,0.131,0.034,0,0,0.001,0,CASE 1
F1724_6_B_3,NA,WINTER,0,0,0,1,NA,0,0,0,0,0,0,0,0,1,CASE 1
F1724_6_C_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING DATA
F1724_6_C_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING DATA
F1724_8_A_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING DATA
F1724_8_A_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING DATA
F1724_8_B_3,NA,FALL,0.97,0,0.03,0,NA,0.158,0.462,0.004,0.29,0.055,0.005,0.026,0,0,CASE 1
F6124_10_A_39,NA,FALL,0.98,0,0.01,0,NA,0.461,0.305,0.014,0.199,0.006,0.009,0.002,0.004,0,CASE 1
F6124_10_A_4,NA,FALL,1,0,0,0,NA,0.012,0.522,0.046,0.368,0.053,0,0,0,0,CASE 1
F6124_11_A_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING DATA
F6124_11_A_38,NA,FALL,1,0,0,0,NA,0.01,0.731,0.202,0.034,0.02,0,0,0.003,0,CASE 1
F6124_12_A_14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING DATA
F6124_12_A_19,NA,FALL,0.99,0.01,0,0,NA,0.045,0.187,0.033,0.091,0.634,0,0,0.009,0,CASE 1
F6124_12_A_9,NA,FALL,1,0,0,0,NA,0.172,0.554,0.023,0.052,0.196,0.002,0.001,0.001,0,CASE 1
F6124_12_B_12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING DATA
F6124_13_A_2,NA,FALL,0.99,0.01,0,0,NA,0.841,0.05,0.004,0.012,0.085,0,0,0.007,0,CASE 1
F6124_13_B_1,NA,FALL,1,0,0,0,NA,0.058,0.869,0.048,0.016,0.007,0,0,0.002,0,CASE 1
F6124_13_B_15,NA,FALL,0.98,0,0.02,0,NA,0.275,0.576,0.007,0.013,0.111,0.002,0.016,0,0,CASE 1
F6124_14_B_4,NA,FALL,0.84,0,0.16,0,NA,0.265,0.472,0.001,0.071,0.035,0.154,0.001,0,0,CASE 1
F6124_14_C_3,NA,FALL,1,0,0,0,NA,0.003,0.794,0.073,0.029,0.1,0,0,0.001,0,CASE 1
F6124_3_A_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING DATA
F6124_3_A_1_dupe,EARLY,SPRING,1,0,0,0,Feather River Spring,0,0.935,0.059,0.001,0.005,0,0,0,0,NONSTANDARD SAMPLE ID
F6124_3_A_15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING DATA
F6124_3_A_15_dupe,EARLY,SPRING,1,0,0,0,Feather River Spring,0.002,0.248,0.748,0.001,0,0,0.001,0,0,NONSTANDARD SAMPLE ID
F6124_3_A_16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING DATA
F6124_3_A_16_dupe,EARLY,SPRING,1,0,0,0,Feather River Spring,0.001,0.041,0.207,0,0.751,0,0,0,0,NONSTANDARD SAMPLE ID
F6124_3_A_7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING DATA
F6124_3_A_7_dupe,EARLY,SPRING,1,0,0,0,Feather River Spring,0,0.065,0.907,0.002,0.026,0,0,0,0,NONSTANDARD SAMPLE ID
F6124_5_A_36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING DATA
F6124_7_A_21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING DATA
F6124_7_A_70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING DATA
F6124_8_A_47,NA,FALL,1,0,0,0,NA,0.894,0.028,0,0.051,0.027,0,0,0.001,0,CASE 1
F6124_8_A_52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING DATA
F6124_8_A_55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING DATA
F6124_8_A_69,NA,FALL,0.97,0.01,0.02,0,NA,0.113,0.32,0.022,0.231,0.289,0.019,0.001,0.005,0,CASE 1
F6124_9_A_12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING DATA
F6124_9_A_37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING DATA
F6124_9_A_57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING DATA
F6124_9_A_65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING DATA
KNL24_14_C_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING DATA
KNL24_14_D_3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING DATA
KNL24_5_A_1,NA,FALL,0.92,0.06,0.02,0,NA,0.107,0.204,0.042,0.267,0.304,0.014,0.003,0.059,0,CASE 1
KNL24_5_A_6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING DATA
KNL24_7_A_21,NA,FALL,0.98,0.02,0,0,NA,0.077,0.64,0.008,0.139,0.121,0,0,0.015,0,CASE 1
KNL24_7_A_22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING DATA
KNL24_7_A_4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING DATA
KNL24_7_C_4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING DATA
KNL24_7_C_5,NA,WINTER,0,0,0,1,NA,0,0,0,0,0,0,0,0,1,CASE 1
KNL24_8_A_4,NA,FALL,0.91,0,0.09,0,NA,0.019,0.634,0.03,0.128,0.097,0.002,0.091,0,0,CASE 1
KNL24_9_A_4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING DATA
MIL24_11_A_17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING DATA
MIL24_11_B_4,NA,FALL,0.97,0,0.02,0,NA,0.08,0.377,0.012,0.073,0.431,0.001,0.024,0.001,0,CASE 1
MIL24_12_A_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING DATA
MIL24_12_C_3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING DATA
MIL24_13_B_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING DATA
MIL24_13_C_10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING DATA
MIL24_13_C_7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING DATA
MIL24_13_C_8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING DATA
MIL24_13_C_9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING DATA
MIL24_14_C_4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING DATA
MIL24_14_D_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING DATA
MIL24_14_D_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING DATA
MIL24_4_E_2,NA,FALL,0.51,0,0.49,0,NA,0.003,0.488,0,0.011,0.004,0.492,0.001,0.001,0,CASE 1
MIL24_5_A_6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING DATA
MIL24_6_D_1,NA,FALL,0.98,0,0.02,0,NA,0.001,0.843,0.134,0.002,0,0.01,0.01,0,0,CASE 1
MIL24_6_D_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING DATA
MIL24_6_D_3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING DATA
MIL24_6_D_4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING DATA
MIL24_7_A_13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING DATA
MIL24_8_A_18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING DATA
MIL24_8_A_21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING DATA
TIS24_5_D_2,NA,WINTER,0,0,0,1,NA,0,0,0,0,0,0,0,0,1,CASE 1
TIS24_5_D_3,NA,FALL,0.98,0.02,0,0,NA,0.393,0.093,0,0.095,0.396,0,0,0.023,0,CASE 1
TIS24_6_A_21,NA,FALL,0.99,0.01,0,0,NA,0.015,0.343,0.007,0.133,0.49,0,0,0.013,0,CASE 1
TIS24_6_B_5,NA,FALL,0.97,0.01,0.02,0,NA,0.104,0.673,0.018,0.088,0.092,0.002,0.013,0.01,0,CASE 1
TIS24_7_C_1,NA,WINTER,0,0,0,1,NA,0,0,0,0,0,0,0,0,1,CASE 1
TIS24_8_A_11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING DATA
TIS24_8_A_14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING DATA
TIS24_8_A_8,NA,FALL,1,0,0,0,NA,0.021,0.959,0.005,0.005,0.01,0,0,0,0,CASE 1
TIS24_9_A_12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING DATA
TIS24_9_A_18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING DATA
TIS24_9_A_25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING DATA
TIS24_9_A_29,NA,SPRING,0.45,0.02,0.53,0,ButteSp,0.303,0.095,0,0.014,0.036,0.481,0.049,0.022,0,CASE 1
YUR24_14_A_4,NA,FALL,1,0,0,0,NA,0.376,0.118,0.001,0.342,0.162,0,0,0,0,CASE 1
YUR24_14_A_5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING DATA
YUR24_3_A_15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING DATA
YUR24_3_A_15_dupe,EARLY,SPRING,1,0,0,0,Feather River Spring,0,0.99,0,0,0.008,0,0,0.001,0,NONSTANDARD SAMPLE ID
YUR24_3_A_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING DATA
YUR24_3_A_2_dupe,HETEROZYGOTE,FALL,1,0,0,0,NA,0.761,0.237,0.001,0,0.002,0,0,0,0,NONSTANDARD SAMPLE ID
YUR24_3_A_5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING DATA
YUR24_3_A_5_dupe,EARLY,SPRING,1,0,0,0,Feather River Spring,0.002,0.166,0.415,0.017,0.4,0,0,0,0,NONSTANDARD SAMPLE ID
YUR24_3_A_6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING DATA
YUR24_3_A_6_dupe,EARLY,SPRING,1,0,0,0,Feather River Spring,0.001,0.154,0.068,0.004,0.773,0,0,0,0,NONSTANDARD SAMPLE ID
YUR24_4_A_11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING DATA
YUR24_4_A_11_dupe,HETEROZYGOTE,FALL,1,0,0,0,NA,0.007,0.582,0.001,0.284,0.126,0,0,0,0,NONSTANDARD SAMPLE ID
YUR24_4_A_4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING DATA
YUR24_4_A_4_dupe,HETEROZYGOTE,FALL,1,0,0,0,NA,0,0.988,0,0.001,0.011,0,0,0,0,NONSTANDARD SAMPLE ID
YUR24_8_A_6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING DATA
