Sample ID,Sampling Event,Date,Time,FL (mm),Field Run ID,SHERLOCK ID,SHERLOCK Early/Late  Call,SHERLOCK Spring/Winter Call,GTSeq ID,Gtseq Chr28 haplo,GTSeq Run ID,Final Run Designation,,** = Incongruence,"Spring*=Early/Early sample that most likely is spring, but has not been run through the spring/winter assay"
F1723_4_A_2,4,12/15/2022,10:29,37,Spring,,Early/Early,,F1723_4_A_2,Spring,,Spring,,,
F1723_4_A_3,4,12/15/2022,10:32,36,Spring,,Early/Early,,F1723_4_A_3,Spring,,Spring,,,
F1723_4_A_4,4,12/15/2022,10:34,36,Spring,,,,F1723_4_A_4,Spring,,Spring,,,
F1723_4_A_5,4,12/15/2022,10:35,37,Spring,,Early/Early,,F1723_4_A_5,Spring,,Spring,,,
F1723_4_A_6,4,12/15/2022,10:37,38,Spring,,Early/Early,,F1723_4_A_6,Spring,,Spring,,,
F1723_4_A_7,4,12/19/2022,11:28,38,Spring,,Early/Early,,F1723_4_A_7,Spring,,Spring,,,
F1723_4_A_8,4,12/19/2022,11:30,40,Spring,,Early/Early,,F1723_4_A_8,Spring,,Spring,,,
F1723_4_A_9,4,12/19/2022,11:35,36,Fall,,Early/Early,,F1723_4_A_9,Spring,,Spring,,,
F6123_4_A_1,4,12/20/2022,9:43,37,Fall,,Early/Early,,F6123_4_A_1,Spring,,Spring,,,
F6123_4_A_10,4,12/22/2022,9:47,37,Fall,,Early/Early,,F6123_4_A_10,Spring,,Spring,,,
F6123_4_A_11,4,12/22/2022,9:48,38,Spring ,,Early/Early,,F6123_4_A_11,Fall or Late Fall,,Fall or Late Fall**,,,
F6123_4_A_12,4,12/22/2022,9:50,35,Fall,,Early/Early,,F6123_4_A_12,Spring,,Spring,,,
F6123_4_A_13,4,12/22/2022,9:51,39,Spring ,,,,F6123_4_A_13,Fall or Late Fall,,Fall or Late Fall,,,
F6123_4_A_14,4,12/22/2022,9:52,36,Fall,,,,F6123_4_A_14,Fall or Late Fall,,Fall or Late Fall,,,
F6123_4_A_15,4,12/22/2022,9:53,38,Spring ,,,,F6123_4_A_15,Fall or Late Fall,,Fall or Late Fall,,,
F6123_4_A_16,4,12/22/2022,9:55,34,Fall,,Early/Early,,F6123_4_A_16,Spring,,Spring,,,
F6123_4_A_17,4,12/22/2022,9:56,36,Fall,,Early/Early,,F6123_4_A_17,Spring,,Spring,,,
F6123_4_A_18,4,12/22/2022,9:58,35,Fall,,,,F6123_4_A_18,Fall or Late Fall,,Fall or Late Fall,,,
F6123_4_A_19,4,12/22/2022,9:59,35,Fall,,,,F6123_4_A_19,Fall or Late Fall,,Fall or Late Fall,,,
F6123_4_A_2,4,12/20/2022,9:45,34,Fall,,Early/Early,,F6123_4_A_2,Spring,,Spring,,,
F6123_4_A_20,4,12/22/2022,9:59,36,Fall,,,,F6123_4_A_20,Fall or Late Fall,,Fall or Late Fall,,,
F6123_4_A_21,4,12/22/2022,10:01,37,Fall,,,,F6123_4_A_21,Fall or Late Fall,,Fall or Late Fall,,,
F6123_4_A_22,4,12/22/2022,10:02,39,Spring ,,,,F6123_4_A_22,Fall or Late Fall,,Fall or Late Fall,,,
F6123_4_A_23,4,12/22/2022,10:04,36,Fall,,Early/Early,,F6123_4_A_23,Spring,,Spring,,,
F6123_4_A_24,4,12/22/2022,10:05,36,Fall,,Early/Early,,F6123_4_A_24,Spring,,Spring,,,
F6123_4_A_25,4,12/22/2022,10:06,36,Fall,,Early/Early,,F6123_4_A_25,Spring,,Spring,,,
F6123_4_A_26,4,12/22/2022,10:07,37,Fall,,Early/Early,,F6123_4_A_26,Spring,,Spring,,,
F6123_4_A_27,4,12/22/2022,10:08,39,Spring ,,Early/Early,,F6123_4_A_27,Spring,,Spring,,,
F6123_4_A_28,4,12/22/2022,10:09,35,Fall,,,,F6123_4_A_28,Fall or Late Fall,,Fall or Late Fall,,,
F6123_4_A_29,4,12/22/2022,10:10,38,Spring ,,Early/Early,,F6123_4_A_29,Spring,,Spring,,,
F6123_4_A_3,4,12/20/2022,9:47,34,Fall,,Early/Early,,F6123_4_A_3,Spring,,Spring,,,
F6123_4_A_30,4,12/22/2022,10:12,40,Spring ,,Early/Early,,F6123_4_A_30,Spring,,Spring,,,
F6123_4_A_31,4,12/22/2022,10:13,38,Spring ,,Early/Early,,F6123_4_A_31,Spring,,Spring,,,
F6123_4_A_32,4,12/22/2022,10:14,39,Fall,,Early/Early,,F6123_4_A_32,Spring,,Spring,,,
F6123_4_A_33,4,12/23/2022,8:47,35,Fall,,,,F6123_4_A_33,Fall or Late Fall,,Fall or Late Fall,,,
F6123_4_A_34,4,12/23/2022,8:49,35,Fall,,,,F6123_4_A_34,Fall or Late Fall,,Fall or Late Fall,,,
F6123_4_A_35,4,12/23/2022,8:50,34,Fall,,Early/Early,,F6123_4_A_35,Spring,,Spring,,,
F6123_4_A_36,4,12/23/2022,8:54,36,Fall,,Late/Late,,F6123_4_A_36,Fall or Late Fall,,Fall or Late Fall,,,
F6123_4_A_37,4,12/23/2022,8:55,34,Fall,,Early/Early,,F6123_4_A_37,Spring,,Spring,,,
F6123_4_A_38,4,12/23/2022,9:04,36,Fall,,Early/Early,,F6123_4_A_38,Fall or Late Fall,,Fall or Late Fall**,,,
F6123_4_A_39,4,12/23/2022,9:05,37,Fall,,Early/Early,,F6123_4_A_39,Spring,,Spring,,,
F6123_4_A_4,4,12/21/2022,10:30,36,Fall,,,,F6123_4_A_4,Fall or Late Fall,,Fall or Late Fall,,,
F6123_4_A_40,4,12/23/2022,9:06,33,Fall,,,,F6123_4_A_40,Fall or Late Fall,,Fall or Late Fall,,,
F6123_4_A_41,4,12/23/2022,9:08,35,Fall,,Early/Early,,F6123_4_A_41,Spring,,Spring,,,
F6123_4_A_42,4,12/23/2022,9:09,35,Fall,,Early/Early,,F6123_4_A_42,Spring,,Spring,,,
F6123_4_A_43,4,12/23/2022,9:11,35,Fall,,Early/Early,,F6123_4_A_43,Spring,,Spring,,,
F6123_4_A_5,4,12/22/2022,9:39,37,Fall,,,,F6123_4_A_5,Fall or Late Fall,,Fall or Late Fall,,,
F6123_4_A_6,4,12/22/2022,9:39,35,Fall,,Early/Early,,F6123_4_A_6,Spring,,Spring,,,
F6123_4_A_7,4,12/22/2022,9:41,34,Fall,,Early/Early,,F6123_4_A_7,Spring,,Spring,,,
F6123_4_A_8,4,12/22/2022,9:44,37,Fall,,Early/Early,,F6123_4_A_8,Spring,,Spring,,,
F6123_4_A_9,4,12/22/2022,9:45,35,Fall,,Late/Late,,F6123_4_A_9,Fall or Late Fall,,Fall or Late Fall,,,
MIL23_4_D_1,4,12/19/2022,11:47,96,n/r,,Early/Early,,,,,Spring*,,,
YUR23_4_A_1,4,12/19/2022,9:10,31,Fall,,,,YUR23_4_A_1,Fall or Late Fall,,Fall or Late Fall,,,
YUR23_4_A_10,4,12/19/2022,9:27,37,Spring,,,,YUR23_4_A_10,Spring,,Spring,,,
YUR23_4_A_11,4,12/19/2022,9:28,33,Fall,,Early/Early,,YUR23_4_A_11,Spring,,Spring,,,
YUR23_4_A_12,4,12/19/2022,9:29,35,Fall,,Early/Early,,,,,Spring*,,,
YUR23_4_A_13,4,12/19/2022,9:31,37,Spring,,,,,,,,,,
YUR23_4_A_14,4,12/19/2022,9:32,34,Fall,,Early/Early,,,,,Spring*,,,
YUR23_4_A_15,4,12/19/2022,9:33,35,Fall,,Early/Early,,,,,Spring*,,,
YUR23_4_A_2,4,12/19/2022,9:13,35,Fall,,Early/Early,,YUR23_4_A_2,Spring,,Spring,,,
YUR23_4_A_3,4,12/19/2022,9:16,32,Fall,,Early/Early,,YUR23_4_A_3,Spring,,Spring,,,
YUR23_4_A_4,4,12/19/2022,9:17,31,Fall,,Early/Early,,YUR23_4_A_4,Spring,,Spring,,,
YUR23_4_A_5,4,12/19/2022,9:18,35,Fall,,Early/Early,,YUR23_4_A_5,Spring,,Spring,,,
YUR23_4_A_6,4,12/19/2022,9:21,33,Fall,,Early/Early,,YUR23_4_A_6,Spring,,Spring,,,
YUR23_4_A_7,4,12/19/2022,9:22,33,Fall,,Early/Early,,YUR23_4_A_7,Spring,,Spring,,,
YUR23_4_A_8,4,12/19/2022,9:23,33,Fall,,,,YUR23_4_A_8,Spring,,Spring,,,
YUR23_4_A_9,4,12/19/2022,9:25,37,Spring,,,,YUR23_4_A_9,Spring,,Spring,,,
BUT23_5_A_1,5,1/2/2023,9:54,33,,,,,BUT23_5_A_1,Spring,,Spring,,,
BUT23_5_A_2,5,1/2/2023,9:58,36,,,Early/Early,,BUT23_5_A_2,Not Assigned,,Spring*,,,
BUT23_5_A_3,5,1/2/2023,10:02,35,,,Early/Early,,BUT23_5_A_3,Spring,,Spring,,,
BUT23_5_A_4,5,1/2/2023,10:08,34,,,Early/Early,,BUT23_5_A_4,Spring,,Spring,,,
BUT23_5_A_5,5,1/2/2023,10:13,34,,,,,BUT23_5_A_5,Spring,,Spring,,,
BUT23_5_A_6,5,1/2/2023,10:19,34,,,Early/Early,,BUT23_5_A_6,Spring,,Spring,,,
BUT23_5_A_7,5,1/2/2023,10:23,34,,,,,BUT23_5_A_7,Spring,,Spring,,,
BUT23_5_A_8,5,1/2/2023,10:25,35,,,Early/Early,,BUT23_5_A_8,Spring,,Spring,,,
F6123_5_A_1,5,1/4/2023,11:05,35,Fall,,Early/Early,,F6123_5_A_1,Fall or Late Fall,,Fall or Late Fall**,,,
F6123_5_A_10,5,1/4/2023,,35,Fall,,Early/Early,,F6123_5_A_10,Spring,,Spring,,,
F6123_5_A_11,5,1/4/2023,,36,Fall,,,,F6123_5_A_11,Fall or Late Fall,,Fall or Late Fall,,,
F6123_5_A_12,5,1/4/2023,,35,Fall,,Early/Early,,F6123_5_A_12,Spring,,Spring,,,
F6123_5_A_13,5,1/4/2023,,37,Fall,,,,F6123_5_A_13,Spring,,Spring,,,
F6123_5_A_14,5,1/4/2023,,39,Fall,,,,F6123_5_A_14,Fall or Late Fall,,Fall or Late Fall,,,
F6123_5_A_15,5,1/4/2023,,35,Fall,,Early/Early,,F6123_5_A_15,Spring,,Spring,,,
F6123_5_A_16,5,1/4/2023,,35,Fall,,,,F6123_5_A_16,Fall or Late Fall,,Fall or Late Fall,,,
F6123_5_A_17,5,1/4/2023,,35,Fall,,Early/Early,,F6123_5_A_17,Spring,,Spring,,,
F6123_5_A_18,5,1/4/2023,,34,Fall,,Early/Early,,F6123_5_A_18,Spring,,Spring,,,
F6123_5_A_19,5,1/4/2023,,34,Fall,,,,F6123_5_A_19,Fall or Late Fall,,Fall or Late Fall,,,
F6123_5_A_2,5,1/4/2023,,38,Fall,,Early/Early,,F6123_5_A_2,Spring,,Spring,,,
F6123_5_A_20,5,1/4/2023,,35,Fall,,,,F6123_5_A_20,Fall or Late Fall,,Fall or Late Fall,,,
F6123_5_A_21,5,1/4/2023,,36,Fall,,,,F6123_5_A_21,Spring,,Spring,,,
F6123_5_A_22,5,1/4/2023,,36,Fall,,,,F6123_5_A_22,Spring,,Spring,,,
F6123_5_A_23,5,1/4/2023,,33,Fall,,Early/Early,,F6123_5_A_23,Fall or Late Fall,,Fall or Late Fall**,,,
F6123_5_A_24,5,1/4/2023,,34,Fall,,Early/Early,,F6123_5_A_24,Fall or Late Fall,,Fall or Late Fall**,,,
F6123_5_A_25,5,1/4/2023,,39,Fall,,,,F6123_5_A_25,Spring,,Spring,,,
F6123_5_A_26,5,1/6/2023,,35,Fall,,,,F6123_5_A_26,Fall or Late Fall,,Fall or Late Fall,,,
F6123_5_A_27,5,1/4/2023,12:00,37,Fall,,Early/Early,,F6123_5_A_27,Fall or Late Fall,,Fall or Late Fall**,,,
F6123_5_A_28,5,1/5/2023,11:28,33,Fall,,,,F6123_5_A_28,Fall or Late Fall,,Fall or Late Fall,,,
F6123_5_A_29,5,1/5/2023,,36,Fall,,,,F6123_5_A_29,Fall or Late Fall,,Fall or Late Fall,,,
F6123_5_A_3,5,1/4/2023,,38,Fall,,,,F6123_5_A_3,Fall or Late Fall,,Fall or Late Fall,,,
F6123_5_A_30,5,1/5/2023,,37,Fall,,Early/Early,,F6123_5_A_30,Spring,,Spring,,,
F6123_5_A_31,5,1/5/2023,,36,Fall,,,,F6123_5_A_31,Fall or Late Fall,,Fall or Late Fall,,,
F6123_5_A_32,5,1/5/2023,,35,Fall,,,,F6123_5_A_32,Spring,,Spring,,,
F6123_5_A_33,5,1/5/2023,11:05,36,Fall,,Early/Early,,F6123_5_A_33,Spring,,Spring,,,
F6123_5_A_34,5,1/5/2023,,36,Fall,,,,F6123_5_A_34,Fall or Late Fall,,Fall or Late Fall,,,
F6123_5_A_35,5,1/5/2023,,33,Fall,,Early/Early,,F6123_5_A_35,Fall or Late Fall,,Fall or Late Fall**,,,
F6123_5_A_36,5,1/5/2023,,34,Fall,,,,F6123_5_A_36,Spring,,Spring,,,
F6123_5_A_37,5,1/5/2023,,36,Fall,,Early/Early,,F6123_5_A_37,Fall or Late Fall,,Fall or Late Fall**,,,
F6123_5_A_38,5,1/5/2023,,35,Fall,,Early/Early,,F6123_5_A_38,Fall or Late Fall,,Fall or Late Fall**,,,
F6123_5_A_39,5,1/5/2023,,36,Fall,,,,F6123_5_A_39,Fall or Late Fall,,Fall or Late Fall,,,
F6123_5_A_4,5,1/4/2023,,34,Fall,,,,F6123_5_A_4,Fall or Late Fall,,Fall or Late Fall,,,
F6123_5_A_40,5,1/5/2023,,35,Fall,,,,F6123_5_A_40,Fall or Late Fall,,Fall or Late Fall,,,
F6123_5_A_41,5,1/5/2023,,36,Fall,,,,F6123_5_A_41,Fall or Late Fall,,Fall or Late Fall,,,
F6123_5_A_42,5,1/5/2023,,35,Fall,,,,F6123_5_A_42,Fall or Late Fall,,Fall or Late Fall,,,
F6123_5_A_43,5,1/5/2023,,35,Fall,,,,F6123_5_A_43,Fall or Late Fall,,Fall or Late Fall,,,
F6123_5_A_44,5,1/5/2023,,35,Fall,,Early/Early,,F6123_5_A_44,Spring,,Spring,,,
F6123_5_A_45,5,1/5/2023,,35,Fall,,,,F6123_5_A_45,Fall or Late Fall,,Fall or Late Fall,,,
F6123_5_A_46,5,1/5/2023,,35,Fall,,Early/Early,,F6123_5_A_46,Spring,,Spring,,,
F6123_5_A_47,5,1/5/2023,,34,Fall,,,,F6123_5_A_47,Fall or Late Fall,,Fall or Late Fall,,,
F6123_5_A_48,5,1/5/2023,,36,Fall,,,,F6123_5_A_48,Spring,,Spring,,,
F6123_5_A_49,5,1/5/2023,,35,Fall,,,,F6123_5_A_49,Fall or Late Fall,,Fall or Late Fall,,,
F6123_5_A_5,5,1/4/2023,,35,Fall,,Early/Early,,F6123_5_A_5,Fall or Late Fall,,Fall or Late Fall**,,,
F6123_5_A_50,5,1/5/2023,,35,Fall,,,,F6123_5_A_50,Fall or Late Fall,,Fall or Late Fall,,,
F6123_5_A_51,5,1/5/2023,,36,Fall,,,,F6123_5_A_51,Spring,,Spring,,,
F6123_5_A_52,5,1/5/2023,,38,Fall,,Early/Early,,F6123_5_A_52,Spring,,Spring,,,
F6123_5_A_53,5,1/5/2023,,36,Fall,,,,F6123_5_A_53,Fall or Late Fall,,Fall or Late Fall,,,
F6123_5_A_54,5,1/5/2023,,35,Fall,,Early/Early,,F6123_5_A_54,Fall or Late Fall,,Fall or Late Fall**,,,
F6123_5_A_55,5,1/5/2023,,35,Fall,,,,F6123_5_A_55,Spring,,Spring,,,
F6123_5_A_56,5,1/5/2023,,36,Fall,,Early/Early,,F6123_5_A_56,Not Assigned,,Spring*,,,
F6123_5_A_57,5,1/5/2023,,34,Fall,,Early/Early,,F6123_5_A_57,Fall or Late Fall,,Fall or Late Fall**,,,
F6123_5_A_58,5,1/5/2023,,36,Fall,,,,F6123_5_A_58,Fall or Late Fall,,Fall or Late Fall,,,
F6123_5_A_59,5,1/5/2023,12:00,35,Fall,,,,F6123_5_A_59,Fall or Late Fall,,Fall or Late Fall,,,
F6123_5_A_6,5,1/4/2023,,37,Fall,,,,F6123_5_A_6,Fall or Late Fall,,Fall or Late Fall,,,
F6123_5_A_60,5,1/6/2023,12:00,36,Fall,,,,F6123_5_A_60,Fall or Late Fall,,Fall or Late Fall,,,
F6123_5_A_61,5,1/6/2023,,35,Fall,,,,F6123_5_A_61,Spring,,Spring,,,
F6123_5_A_62,5,1/6/2023,,32,Fall,,Early/Early,,F6123_5_A_62,Spring,,Spring,,,
F6123_5_A_63,5,1/6/2023,,34,Fall,,Early/Early,,F6123_5_A_63,Spring,,Spring,,,
F6123_5_A_64,5,1/6/2023,,37,Fall,,Early/Early,,,,,Spring*,,,
F6123_5_A_65,5,1/6/2023,,35,Fall,,Early/Early,,F6123_5_A_65,Spring,,Spring,,,
F6123_5_A_66,5,1/6/2023,,33,Fall,,Early/Early,,F6123_5_A_66,Spring,,Spring,,,
F6123_5_A_67,5,1/6/2023,,34,Fall,,Early/Early,,F6123_5_A_67,Spring,,Spring,,,
F6123_5_A_68,5,1/6/2023,,35,Fall,,Early/Early,,F6123_5_A_68,Spring,,Spring,,,
F6123_5_A_69,5,1/6/2023,,35,Fall,,,,F6123_5_A_69,Spring,,Spring,,,
F6123_5_A_7,5,1/4/2023,,35,Fall,,Early/Early,,F6123_5_A_7,Spring,,Spring,,,
F6123_5_A_70,5,1/6/2023,,33,Fall,,Early/Early,,F6123_5_A_70,Spring,,Spring,,,
F6123_5_A_71,5,1/6/2023,,35,Fall,,,,F6123_5_A_71,Fall or Late Fall,,Fall or Late Fall,,,
F6123_5_A_72,5,1/6/2023,,35,Fall,,Early/Early,,F6123_5_A_72,Fall or Late Fall,,Fall or Late Fall**,,,
F6123_5_A_73,5,1/6/2023,,36,Fall,,Late/Late,,F6123_5_A_73,Fall or Late Fall,,Fall or Late Fall,,,
F6123_5_A_74,5,1/6/2023,,35,Fall,,Early/Early,,F6123_5_A_74,Fall or Late Fall,,Fall or Late Fall**,,,
F6123_5_A_75,5,1/6/2023,,38,Fall,,,,F6123_5_A_75,Spring,,Spring,,,
F6123_5_A_76,5,1/6/2023,,33,Fall,,Early/Early,,F6123_5_A_76,Spring,,Spring,,,
F6123_5_A_77,5,1/6/2023,,33,Fall,,Early/Early,,F6123_5_A_77,Spring,,Spring,,,
F6123_5_A_78,5,1/6/2023,,35,Fall,,Early/Early,,F6123_5_A_78,Spring,,Spring,,,
F6123_5_A_79,5,1/6/2023,,35,Fall,,,,F6123_5_A_79,Spring,,Spring,,,
F6123_5_A_8,5,1/4/2023,,35,Fall,,,,F6123_5_A_8,Fall or Late Fall,,Fall or Late Fall,,,
F6123_5_A_80,5,1/6/2023,,34,Fall,,,,F6123_5_A_80,Fall or Late Fall,,Fall or Late Fall,,,
F6123_5_A_81,5,1/6/2023,,36,Fall,,Early/Early,,F6123_5_A_81,Fall or Late Fall,,Fall or Late Fall**,,,
F6123_5_A_82,5,1/6/2023,,34,Fall,,Early/Early,,F6123_5_A_82,Fall or Late Fall,,Fall or Late Fall**,,,
F6123_5_A_83,5,1/6/2023,,36,Fall,,,,,,,,,,
F6123_5_A_84,5,1/6/2023,,35,Fall,,Early/Early,,F6123_5_A_84,Spring,,Spring,,,
F6123_5_A_85,5,1/6/2023,,35,Fall,,,,F6123_5_A_85,Fall or Late Fall,,Fall or Late Fall,,,
F6123_5_A_86,5,1/6/2023,,35,Fall,,Early/Early,,F6123_5_A_86,Spring,,Spring,,,
F6123_5_A_87,5,1/6/2023,,33,Fall,,Early/Early,,F6123_5_A_87,Spring,,Spring,,,
F6123_5_A_88,5,1/6/2023,,37,Fall,,Early/Early,,F6123_5_A_88,Fall or Late Fall,,Fall or Late Fall**,,,
F6123_5_A_89,5,1/6/2023,,35,Fall,,,,F6123_5_A_89,Fall or Late Fall,,Fall or Late Fall,,,
F6123_5_A_9,5,1/4/2023,,34,Fall,,,,F6123_5_A_9,Fall or Late Fall,,Fall or Late Fall,,,
F6123_5_A_90,5,1/6/2023,13:15,36,Fall,,Early/Early,,F6123_5_A_90,Fall or Late Fall,,Fall or Late Fall**,,,
F6123_5_B_1,5,1/12/2023,11:00,63,Winter,,Early/Early,,F6123_5_B_1,Spring,,Spring,,,
F6123_5_B_2,5,1/13/2023,11:30,68,Winter,,,,F6123_5_B_2,Spring,,Spring,,,
KNL23_5_A_1,5,1/19/2023,11:56,34,,,,,,,,,,,
KNL23_5_A_10,5,1/19/2023,12:03,36,,,Early/Early,,,,,Spring*,,,
KNL23_5_A_11,5,1/19/2023,12:04,35,,,Early/Early,,,,,Spring*,,,
KNL23_5_A_12,5,1/19/2023,12:05,39,,,Early/Early,,,,,Spring*,,,
KNL23_5_A_13,5,1/19/2023,12:06,47,,,,,,,,,,,
KNL23_5_A_14,5,1/19/2023,12:07,36,,,,,,,,,,,
KNL23_5_A_15,5,1/19/2023,12:08,37,,,,,,,,,,,
KNL23_5_A_16,5,1/19/2023,12:09,37,,,Early/Early,,,,,Spring*,,,
KNL23_5_A_17,5,1/19/2023,12:09,34,,,Early/Early,,,,,Spring*,,,
KNL23_5_A_18,5,1/19/2023,12:10,43,,,Early/Early,,,,,Spring*,,,
KNL23_5_A_19,5,1/19/2023,12:10,36,,,Early/Early,,,,,Spring*,,,
KNL23_5_A_2,5,1/19/2023,12:00,43,,,Late/Late,,,,,Fall or Late Fall,,,
KNL23_5_A_20,5,1/19/2023,12:11,37,,,,,,,,,,,
KNL23_5_A_21,5,1/19/2023,12:11,41,,,Early/Early,,,,,Spring*,,,
KNL23_5_A_22,5,1/19/2023,12:13,39,,,Early/Early,,,,,Spring*,,,
KNL23_5_A_23,5,1/19/2023,12:13,40,,,Late/Late,,,,,Fall or Late Fall,,,
KNL23_5_A_24,5,1/19/2023,12:14,39,,,Early/Early,,,,,Spring*,,,
KNL23_5_A_25,5,1/19/2023,12:14,37,,,,,,,,,,,
KNL23_5_A_26,5,1/19/2023,12:15,38,,,Early/Early,,,,,Spring*,,,
KNL23_5_A_27,5,1/19/2023,12:16,37,,,,,,,,,,,
KNL23_5_A_29,5,1/19/2023,12:18,37,,,,,,,,,,,
KNL23_5_A_3,5,1/19/2023,12:00,38,,,Late/Late,,,,,Fall or Late Fall,,,
KNL23_5_A_30,5,1/19/2023,12:19,42,,,,,,,,,,,
KNL23_5_A_4,5,1/19/2023,12:01,38,,,,,,,,,,,
KNL23_5_A_5,5,1/19/2023,12:01,37,,,,,,,,,,,
KNL23_5_A_6,5,1/19/2023,12:01,37,,,,,,,,,,,
KNL23_5_A_7,5,1/19/2023,12:02,43,,,,,,,,,,,
KNL23_5_A_8,5,1/19/2023,12:02,39,,,Late/Late,,,,,Fall or Late Fall,,,
KNL23_5_A_9,5,1/19/2023,12:02,37,,,Late/Late,,,,,Fall or Late Fall,,,
KNL23_5_B_1,5,,,,,,Early/Early,,,,,Spring*,,,
TIS23_5_A_1,5,1/3/2023,12:48,39,n/r,,Late/Late,,,,,Fall or Late Fall,,,
TIS23_5_A_10,5,1/3/2023,12:57,35,n/r,,Early/Early,,,,,Spring*,,,
TIS23_5_A_11,5,1/3/2023,1:38,33,n/r,,,,,,,,,,
TIS23_5_A_12,5,1/3/2023,1:39,38,n/r,,,,,,,,,,
TIS23_5_A_13,5,1/3/2023,1:40,39,n/r,,,,,,,,,,
TIS23_5_A_14,5,1/3/2023,1:41,39,n/r,,Early/Early,,,,,Spring*,,,
TIS23_5_A_15,5,1/3/2023,1:42,38,n/r,,,,,,,,,,
TIS23_5_A_16,5,1/3/2023,1:43,39,n/r,,,,,,,,,,
TIS23_5_A_17,5,1/3/2023,1:44,37,n/r,,,,,,,,,,
TIS23_5_A_18,5,1/3/2023,1:45,39,n/r,,,,,,,,,,
TIS23_5_A_19,5,1/3/2023,1:46,39,n/r,,Early/Early,,,,,Spring*,,,
TIS23_5_A_2,5,1/3/2023,12:49,39,n/r,,,,,,,,,,
TIS23_5_A_20,5,1/3/2023,1:47,38,n/r,,Early/Early,,,,,Spring*,,,
TIS23_5_A_21,5,1/3/2023,1:48,39,n/r,,,,,,,,,,
TIS23_5_A_22,5,1/3/2023,1:49,36,n/r,,,,,,,,,,
TIS23_5_A_23,5,1/3/2023,1:50,42,n/r,,,,,,,,,,
TIS23_5_A_24,5,1/3/2023,1:51,38,n/r,,Early/Early,,,,,Spring*,,,
TIS23_5_A_25,5,1/4/2023,10:28,43,n/r,,Late/Late,,,,,Fall or Late Fall,,,
TIS23_5_A_26,5,1/4/2023,10:29,39,n/r,,Early/Early,,,,,Spring*,,,
TIS23_5_A_27,5,1/4/2023,10:30,38,n/r,,,,,,,,,,
TIS23_5_A_28,5,1/4/2023,10:31,41,n/r,,Late/Late,,,,,Fall or Late Fall,,,
TIS23_5_A_29,5,1/4/2023,10:44,37,n/r,,,,,,,,,,
TIS23_5_A_3,5,1/3/2023,12:50,40,n/r,,Early/Early,,,,,Spring*,,,
TIS23_5_A_30,5,1/4/2023,10:45,41,n/r,,Early/Early,,,,,Spring*,,,
TIS23_5_A_4,5,1/3/2023,12:51,36,n/r,,,,,,,,,,
TIS23_5_A_5,5,1/3/2023,12:52,37,n/r,,Early/Early,,,,,Spring*,,,
TIS23_5_A_6,5,1/3/2023,12:53,38,n/r,,,,,,,,,,
TIS23_5_A_7,5,1/3/2023,12:54,37,n/r,,,,,,,,,,
TIS23_5_A_8,5,1/3/2023,12:55,39,n/r,,,,,,,,,,
TIS23_5_A_9,5,1/3/2023,12:56,38,n/r,,,,,,,,,,
TIS23_5_B_1,5,1/4/2023,11:02,55,n/r,,,,,,,,,,
TIS23_5_B_2,5,1/4/2023,11:09,47,n/r,,Early/Early,,,,,Spring*,,,
TIS23_5_B_3,5,1/5/2023,11:15,65,Winter,,,,,,,,,,
TIS23_5_C_1,5,1/5/2023,11:15,82,Winter,,,,,,,,,,
TIS23_5_D_1,5,1/5/2023,11:30,104,Winter,,,,,,,,,,
YUR23_5_A_1,5,1/3/2023,9:35,35,Fall,,,,,,,,,,
YUR23_5_A_10,5,1/3/2023,9:51,34,Spring,,,,,,,,,,
YUR23_5_A_11,5,1/3/2023,9:53,37,Fall,,,,,,,,,,
YUR23_5_A_12,5,1/3/2023,9:55,30,Fall,,,,,,,,,,
YUR23_5_A_13,5,1/4/2023,10:12,44,Spring,,Early/Early,,,,,Spring*,,,
YUR23_5_A_14,5,1/4/2023,10:14,43,Spring,,Early/Early,,,,,Spring*,,,
YUR23_5_A_15,5,1/4/2023,10:16,41,Spring,,Early/Early,,,,,Spring*,,,
YUR23_5_A_2,5,1/3/2023,9:37,42,Fall,,Early/Early,,,,,Spring*,,,
YUR23_5_A_3,5,1/3/2023,9:39,35,Fall,,Early/Early,,,,,Spring*,,,
YUR23_5_A_4,5,1/3/2023,9:41,34,Fall,,,,,,,,,,
YUR23_5_A_5,5,1/3/2023,9:43,33,Fall,,,,,,,,,,
YUR23_5_A_6,5,1/3/2023,9:45,31,Fall,,Early/Early,,,,,Spring*,,,
YUR23_5_A_7,5,1/3/2023,9:47,32,Fall,,,,,,,,,,
YUR23_5_A_8,5,1/3/2023,9:49,38,Fall,,,,,,,,,,
YUR23_5_A_9,5,1/3/2023,9:51,37,Fall,,,,,,,,,,
YUR23_5_B_1,5,1/4/2023,10:10,45,Spring,,Early/Early,,,,,Spring*,,,
YUR23_5_B_2,5,1/6/2023,9:50,45,Spring,,Early/Early,,,,,Spring*,,,
YUR23_5_B_3,5,1/6/2023,9:52,48,Spring,,Early/Early,,,,,Spring*,,,
YUR23_5_B_4,5,1/6/2023,9:55,63,Winter,,,,,,,,,,
BUT23_6_A_1,6,1/7/2023,9:00,37,,,,,BUT23_6_A_1,Spring,,Spring,,,
BUT23_6_A_2,6,1/7/2023,9:00,37,,,,,BUT23_6_A_2,Spring,,Spring,,,
