sample_ids,sample_event_number,sample_bin_code,sample_number,location_code,first_sample_year,first_sample_date
BTC22_10_B_1,10,B,1,BTC,22,2022-01-01
BTC22_10_B_2,10,B,2,BTC,22,2022-01-01
BTC22_10_B_3,10,B,3,BTC,22,2022-01-01
BTC22_10_C_1,10,C,1,BTC,22,2022-01-01
BTC22_10_C_2,10,C,2,BTC,22,2022-01-01
BTC22_10_C_3,10,C,3,BTC,22,2022-01-01
BTC22_10_C_4,10,C,4,BTC,22,2022-01-01
BTC22_10_C_5,10,C,5,BTC,22,2022-01-01
BTC22_10_C_6,10,C,6,BTC,22,2022-01-01
BTC22_10_C_7,10,C,7,BTC,22,2022-01-01
BTC22_10_C_8,10,C,8,BTC,22,2022-01-01
BTC22_2_A_1,2,A,1,BTC,22,2022-01-01
BTC22_2_A_2,2,A,2,BTC,22,2022-01-01
BTC22_2_A_3,2,A,3,BTC,22,2022-01-01
BTC22_3_A_1,3,A,1,BTC,22,2022-01-01
BTC22_3_A_2,3,A,2,BTC,22,2022-01-01
BTC22_4_B_1,4,B,1,BTC,22,2022-01-01
BTC22_4_B_2,4,B,2,BTC,22,2022-01-01
BTC22_4_B_3,4,B,3,BTC,22,2022-01-01
BTC22_6_B_1,6,B,1,BTC,22,2022-01-01
BTC22_6_B_2,6,B,2,BTC,22,2022-01-01
BTC22_6_C_1,6,C,1,BTC,22,2022-01-01
BTC22_7_A_1,7,A,1,BTC,22,2022-01-01
BTC22_7_B_1,7,B,1,BTC,22,2022-01-01
BTC22_7_B_2,7,B,2,BTC,22,2022-01-01
BTC22_7_B_3,7,B,3,BTC,22,2022-01-01
BTC22_7_B_4,7,B,4,BTC,22,2022-01-01
BTC22_7_C_1,7,C,1,BTC,22,2022-01-01
BTC22_7_C_2,7,C,2,BTC,22,2022-01-01
BTC22_7_C_3,7,C,3,BTC,22,2022-01-01
BTC22_8_A_1,8,A,1,BTC,22,2022-01-01
BTC22_8_A_2,8,A,2,BTC,22,2022-01-01
BTC22_8_A_3,8,A,3,BTC,22,2022-01-01
BTC22_8_B_1,8,B,1,BTC,22,2022-01-01
BTC22_8_B_2,8,B,2,BTC,22,2022-01-01
BTC22_8_B_3,8,B,3,BTC,22,2022-01-01
BTC22_8_C_1,8,C,1,BTC,22,2022-01-01
BTC22_8_C_2,8,C,2,BTC,22,2022-01-01
BTC22_8_C_3,8,C,3,BTC,22,2022-01-01
BTC22_9_B_1,9,B,1,BTC,22,2022-01-01
BTC22_9_B_2,9,B,2,BTC,22,2022-01-01
BTC22_9_B_3,9,B,3,BTC,22,2022-01-01
BTC22_9_C_1,9,C,1,BTC,22,2022-01-01
BTC22_9_C_2,9,C,2,BTC,22,2022-01-01
BTC22_9_C_3,9,C,3,BTC,22,2022-01-01
BTC22_9_D_1,9,D,1,BTC,22,2022-01-01
BTC22_9_D_2,9,D,2,BTC,22,2022-01-01
BUT22_1_A_1,1,A,1,BUT,22,2022-01-01
BUT22_1_A_2,1,A,2,BUT,22,2022-01-01
BUT22_1_A_3,1,A,3,BUT,22,2022-01-01
BUT22_1_A_4,1,A,4,BUT,22,2022-01-01
BUT22_10_B_1,10,B,1,BUT,22,2022-01-01
BUT22_10_B_2,10,B,2,BUT,22,2022-01-01
BUT22_10_B_3,10,B,3,BUT,22,2022-01-01
BUT22_10_B_4,10,B,4,BUT,22,2022-01-01
BUT22_10_C_1,10,C,1,BUT,22,2022-01-01
BUT22_10_C_2,10,C,2,BUT,22,2022-01-01
BUT22_10_C_3,10,C,3,BUT,22,2022-01-01
BUT22_10_C_4,10,C,4,BUT,22,2022-01-01
BUT22_2_A_1,2,A,1,BUT,22,2022-01-01
BUT22_2_A_2,2,A,2,BUT,22,2022-01-01
BUT22_2_A_3,2,A,3,BUT,22,2022-01-01
BUT22_2_A_4,2,A,4,BUT,22,2022-01-01
BUT22_3_A_1,3,A,1,BUT,22,2022-01-01
BUT22_3_A_2,3,A,2,BUT,22,2022-01-01
BUT22_3_A_3,3,A,3,BUT,22,2022-01-01
BUT22_3_A_4,3,A,4,BUT,22,2022-01-01
BUT22_4_A_1,4,A,1,BUT,22,2022-01-01
BUT22_4_A_2,4,A,2,BUT,22,2022-01-01
BUT22_4_A_3,4,A,3,BUT,22,2022-01-01
BUT22_4_A_4,4,A,4,BUT,22,2022-01-01
BUT22_5_A_1,5,A,1,BUT,22,2022-01-01
BUT22_5_A_2,5,A,2,BUT,22,2022-01-01
BUT22_5_A_3,5,A,3,BUT,22,2022-01-01
BUT22_5_A_4,5,A,4,BUT,22,2022-01-01
BUT22_5_B_1,5,B,1,BUT,22,2022-01-01
BUT22_6_A_1,6,A,1,BUT,22,2022-01-01
BUT22_6_A_2,6,A,2,BUT,22,2022-01-01
BUT22_6_A_3,6,A,3,BUT,22,2022-01-01
BUT22_6_A_4,6,A,4,BUT,22,2022-01-01
BUT22_6_B_1,6,B,1,BUT,22,2022-01-01
BUT22_6_B_2,6,B,2,BUT,22,2022-01-01
BUT22_6_B_3,6,B,3,BUT,22,2022-01-01
BUT22_6_B_4,6,B,4,BUT,22,2022-01-01
BUT22_6_C_1,6,C,1,BUT,22,2022-01-01
BUT22_7_A_1,7,A,1,BUT,22,2022-01-01
BUT22_7_A_2,7,A,2,BUT,22,2022-01-01
BUT22_7_A_3,7,A,3,BUT,22,2022-01-01
BUT22_7_A_4,7,A,4,BUT,22,2022-01-01
BUT22_7_B_1,7,B,1,BUT,22,2022-01-01
BUT22_7_B_2,7,B,2,BUT,22,2022-01-01
BUT22_7_B_3,7,B,3,BUT,22,2022-01-01
BUT22_7_B_4,7,B,4,BUT,22,2022-01-01
BUT22_7_C_1,7,C,1,BUT,22,2022-01-01
BUT22_7_C_2,7,C,2,BUT,22,2022-01-01
BUT22_7_C_3,7,C,3,BUT,22,2022-01-01
BUT22_7_C_4,7,C,4,BUT,22,2022-01-01
BUT22_8_A_1,8,A,1,BUT,22,2022-01-01
BUT22_8_A_2,8,A,2,BUT,22,2022-01-01
BUT22_8_A_3,8,A,3,BUT,22,2022-01-01
BUT22_8_A_4,8,A,4,BUT,22,2022-01-01
BUT22_8_B_1,8,B,1,BUT,22,2022-01-01
BUT22_8_B_2,8,B,2,BUT,22,2022-01-01
BUT22_8_B_3,8,B,3,BUT,22,2022-01-01
BUT22_8_B_4,8,B,4,BUT,22,2022-01-01
BUT22_8_C_1,8,C,1,BUT,22,2022-01-01
BUT22_8_C_2,8,C,2,BUT,22,2022-01-01
BUT22_8_C_3,8,C,3,BUT,22,2022-01-01
BUT22_8_C_4,8,C,4,BUT,22,2022-01-01
BUT22_9_A_1,9,A,1,BUT,22,2022-01-01
BUT22_9_A_2,9,A,2,BUT,22,2022-01-01
BUT22_9_A_3,9,A,3,BUT,22,2022-01-01
BUT22_9_A_4,9,A,4,BUT,22,2022-01-01
BUT22_9_B_1,9,B,1,BUT,22,2022-01-01
BUT22_9_B_2,9,B,2,BUT,22,2022-01-01
BUT22_9_B_3,9,B,3,BUT,22,2022-01-01
BUT22_9_B_4,9,B,4,BUT,22,2022-01-01
BUT22_9_B_5,9,B,5,BUT,22,2022-01-01
BUT22_9_B_6,9,B,6,BUT,22,2022-01-01
BUT22_9_C_1,9,C,1,BUT,22,2022-01-01
BUT22_9_C_10,9,C,10,BUT,22,2022-01-01
BUT22_9_C_11,9,C,11,BUT,22,2022-01-01
BUT22_9_C_2,9,C,2,BUT,22,2022-01-01
BUT22_9_C_3,9,C,3,BUT,22,2022-01-01
BUT22_9_C_4,9,C,4,BUT,22,2022-01-01
BUT22_9_C_5,9,C,5,BUT,22,2022-01-01
BUT22_9_C_6,9,C,6,BUT,22,2022-01-01
BUT22_9_C_7,9,C,7,BUT,22,2022-01-01
BUT22_9_C_8,9,C,8,BUT,22,2022-01-01
BUT22_9_C_9,9,C,9,BUT,22,2022-01-01
BUT22_9_D_1,9,D,1,BUT,22,2022-01-01
BUT22_9_D_2,9,D,2,BUT,22,2022-01-01
BUT22_9_D_3,9,D,3,BUT,22,2022-01-01
CLR22_10_A_1,10,A,1,CLR,22,2022-01-01
CLR22_10_A_2,10,A,2,CLR,22,2022-01-01
CLR22_10_A_3,10,A,3,CLR,22,2022-01-01
CLR22_10_B_1,10,B,1,CLR,22,2022-01-01
CLR22_10_B_2,10,B,2,CLR,22,2022-01-01
CLR22_10_B_3,10,B,3,CLR,22,2022-01-01
CLR22_10_B_4,10,B,4,CLR,22,2022-01-01
CLR22_10_B_5,10,B,5,CLR,22,2022-01-01
CLR22_10_B_6,10,B,6,CLR,22,2022-01-01
CLR22_10_B_7,10,B,7,CLR,22,2022-01-01
CLR22_10_B_8,10,B,8,CLR,22,2022-01-01
CLR22_10_C_1,10,C,1,CLR,22,2022-01-01
CLR22_10_C_2,10,C,2,CLR,22,2022-01-01
CLR22_10_C_3,10,C,3,CLR,22,2022-01-01
CLR22_2_A_1,2,A,1,CLR,22,2022-01-01
CLR22_2_A_2,2,A,2,CLR,22,2022-01-01
CLR22_2_A_3,2,A,3,CLR,22,2022-01-01
CLR22_3_A_1,3,A,1,CLR,22,2022-01-01
CLR22_3_A_2,3,A,2,CLR,22,2022-01-01
CLR22_3_A_3,3,A,3,CLR,22,2022-01-01
CLR22_4_A_1,4,A,1,CLR,22,2022-01-01
CLR22_4_A_2,4,A,2,CLR,22,2022-01-01
CLR22_4_A_3,4,A,3,CLR,22,2022-01-01
CLR22_4_B_1,4,B,1,CLR,22,2022-01-01
CLR22_4_B_2,4,B,2,CLR,22,2022-01-01
CLR22_5_A_1,5,A,1,CLR,22,2022-01-01
CLR22_5_A_2,5,A,2,CLR,22,2022-01-01
CLR22_5_A_3,5,A,3,CLR,22,2022-01-01
CLR22_6_A_1,6,A,1,CLR,22,2022-01-01
CLR22_6_A_2,6,A,2,CLR,22,2022-01-01
CLR22_6_A_3,6,A,3,CLR,22,2022-01-01
CLR22_6_B_1,6,B,1,CLR,22,2022-01-01
CLR22_7_A_1,7,A,1,CLR,22,2022-01-01
CLR22_7_A_2,7,A,2,CLR,22,2022-01-01
CLR22_7_A_3,7,A,3,CLR,22,2022-01-01
CLR22_7_B_1,7,B,1,CLR,22,2022-01-01
CLR22_7_B_2,7,B,2,CLR,22,2022-01-01
CLR22_7_B_3,7,B,3,CLR,22,2022-01-01
CLR22_7_C_1,7,C,1,CLR,22,2022-01-01
CLR22_8_A_1,8,A,1,CLR,22,2022-01-01
CLR22_8_A_2,8,A,2,CLR,22,2022-01-01
CLR22_8_A_3,8,A,3,CLR,22,2022-01-01
CLR22_8_B_1,8,B,1,CLR,22,2022-01-01
CLR22_8_B_2,8,B,2,CLR,22,2022-01-01
CLR22_8_B_3,8,B,3,CLR,22,2022-01-01
CLR22_8_C_1,8,C,1,CLR,22,2022-01-01
CLR22_8_C_2,8,C,2,CLR,22,2022-01-01
CLR22_8_C_3,8,C,3,CLR,22,2022-01-01
CLR22_9_A_1,9,A,1,CLR,22,2022-01-01
CLR22_9_A_2,9,A,2,CLR,22,2022-01-01
CLR22_9_A_3,9,A,3,CLR,22,2022-01-01
CLR22_9_A_4,9,A,4,CLR,22,2022-01-01
CLR22_9_A_5,9,A,5,CLR,22,2022-01-01
CLR22_9_B_1,9,B,1,CLR,22,2022-01-01
CLR22_9_B_2,9,B,2,CLR,22,2022-01-01
CLR22_9_B_3,9,B,3,CLR,22,2022-01-01
CLR22_9_B_4,9,B,4,CLR,22,2022-01-01
CLR22_9_B_5,9,B,5,CLR,22,2022-01-01
CLR22_9_B_6,9,B,6,CLR,22,2022-01-01
CLR22_9_C_1,9,C,1,CLR,22,2022-01-01
CLR22_9_C_2,9,C,2,CLR,22,2022-01-01
CLR22_9_C_3,9,C,3,CLR,22,2022-01-01
DEL22_10_C_1,10,C,1,DEL,22,2022-01-01
DEL22_3_A_1,3,A,1,DEL,22,2022-01-01
DEL22_3_A_2,3,A,2,DEL,22,2022-01-01
DEL22_4_A_1,4,A,1,DEL,22,2022-01-01
DEL22_4_A_2,4,A,2,DEL,22,2022-01-01
DEL22_4_B_1,4,B,1,DEL,22,2022-01-01
DEL22_5_A_1,5,A,1,DEL,22,2022-01-01
DEL22_5_A_2,5,A,2,DEL,22,2022-01-01
DEL22_5_A_3,5,A,3,DEL,22,2022-01-01
DEL22_5_B_1,5,B,1,DEL,22,2022-01-01
DEL22_5_B_2,5,B,2,DEL,22,2022-01-01
DEL22_5_B_3,5,B,3,DEL,22,2022-01-01
DEL22_5_B_4,5,B,4,DEL,22,2022-01-01
DEL22_6_A_1,6,A,1,DEL,22,2022-01-01
DEL22_6_A_2,6,A,2,DEL,22,2022-01-01
DEL22_6_A_3,6,A,3,DEL,22,2022-01-01
DEL22_6_B_1,6,B,1,DEL,22,2022-01-01
DEL22_6_B_2,6,B,2,DEL,22,2022-01-01
DEL22_6_B_3,6,B,3,DEL,22,2022-01-01
DEL22_6_B_5,6,B,5,DEL,22,2022-01-01
DEL22_6_B_6,6,B,6,DEL,22,2022-01-01
DEL22_6_B_7,6,B,7,DEL,22,2022-01-01
DEL22_6_C_1,6,C,1,DEL,22,2022-01-01
DEL22_6_C_2,6,C,2,DEL,22,2022-01-01
DEL22_6_C_3,6,C,3,DEL,22,2022-01-01
DEL22_6_C_4,6,C,4,DEL,22,2022-01-01
DEL22_6_D_1,6,D,1,DEL,22,2022-01-01
DEL22_7_B_1,7,B,1,DEL,22,2022-01-01
DEL22_7_B_2,7,B,2,DEL,22,2022-01-01
DEL22_7_C_1,7,C,1,DEL,22,2022-01-01
DEL22_7_C_2,7,C,2,DEL,22,2022-01-01
DEL22_7_C_3,7,C,3,DEL,22,2022-01-01
DEL22_7_C_4,7,C,4,DEL,22,2022-01-01
DEL22_7_C_5,7,C,5,DEL,22,2022-01-01
DEL22_8_C_1,8,C,1,DEL,22,2022-01-01
DEL22_8_C_2,8,C,2,DEL,22,2022-01-01
DEL22_8_C_3,8,C,3,DEL,22,2022-01-01
DEL22_9_C_1,9,C,1,DEL,22,2022-01-01
DEL22_9_C_2,9,C,2,DEL,22,2022-01-01
DEL22_9_C_3,9,C,3,DEL,22,2022-01-01
DEL22_9_C_4,9,C,4,DEL,22,2022-01-01
DEL22_9_C_5,9,C,5,DEL,22,2022-01-01
DEL22_9_C_6,9,C,6,DEL,22,2022-01-01
DEL22_9_D_1,9,D,1,DEL,22,2022-01-01
DEL22_9_D_2,9,D,2,DEL,22,2022-01-01
DEL22_9_D_3,9,D,3,DEL,22,2022-01-01
F1722_10_A_1,10,A,1,F17,22,2022-01-01
F1722_10_A_10,10,A,10,F17,22,2022-01-01
F1722_10_A_11,10,A,11,F17,22,2022-01-01
F1722_10_A_12,10,A,12,F17,22,2022-01-01
F1722_10_A_13,10,A,13,F17,22,2022-01-01
F1722_10_A_14,10,A,14,F17,22,2022-01-01
F1722_10_A_15,10,A,15,F17,22,2022-01-01
F1722_10_A_16,10,A,16,F17,22,2022-01-01
F1722_10_A_17,10,A,17,F17,22,2022-01-01
F1722_10_A_18,10,A,18,F17,22,2022-01-01
F1722_10_A_19,10,A,19,F17,22,2022-01-01
F1722_10_A_2,10,A,2,F17,22,2022-01-01
F1722_10_A_20,10,A,20,F17,22,2022-01-01
F1722_10_A_21,10,A,21,F17,22,2022-01-01
F1722_10_A_22,10,A,22,F17,22,2022-01-01
F1722_10_A_23,10,A,23,F17,22,2022-01-01
F1722_10_A_24,10,A,24,F17,22,2022-01-01
F1722_10_A_25,10,A,25,F17,22,2022-01-01
F1722_10_A_26,10,A,26,F17,22,2022-01-01
F1722_10_A_27,10,A,27,F17,22,2022-01-01
F1722_10_A_28,10,A,28,F17,22,2022-01-01
F1722_10_A_29,10,A,29,F17,22,2022-01-01
F1722_10_A_3,10,A,3,F17,22,2022-01-01
F1722_10_A_30,10,A,30,F17,22,2022-01-01
F1722_10_A_4,10,A,4,F17,22,2022-01-01
F1722_10_A_5,10,A,5,F17,22,2022-01-01
F1722_10_A_6,10,A,6,F17,22,2022-01-01
F1722_10_A_7,10,A,7,F17,22,2022-01-01
F1722_10_A_8,10,A,8,F17,22,2022-01-01
F1722_10_A_9,10,A,9,F17,22,2022-01-01
F1722_10_B_1,10,B,1,F17,22,2022-01-01
F1722_10_B_10,10,B,10,F17,22,2022-01-01
F1722_10_B_11,10,B,11,F17,22,2022-01-01
F1722_10_B_12,10,B,12,F17,22,2022-01-01
F1722_10_B_13,10,B,13,F17,22,2022-01-01
F1722_10_B_14,10,B,14,F17,22,2022-01-01
F1722_10_B_15,10,B,15,F17,22,2022-01-01
F1722_10_B_16,10,B,16,F17,22,2022-01-01
F1722_10_B_17,10,B,17,F17,22,2022-01-01
F1722_10_B_18,10,B,18,F17,22,2022-01-01
F1722_10_B_19,10,B,19,F17,22,2022-01-01
F1722_10_B_2,10,B,2,F17,22,2022-01-01
F1722_10_B_20,10,B,20,F17,22,2022-01-01
F1722_10_B_21,10,B,21,F17,22,2022-01-01
F1722_10_B_3,10,B,3,F17,22,2022-01-01
F1722_10_B_4,10,B,4,F17,22,2022-01-01
F1722_10_B_5,10,B,5,F17,22,2022-01-01
F1722_10_B_6,10,B,6,F17,22,2022-01-01
F1722_10_B_7,10,B,7,F17,22,2022-01-01
F1722_10_B_8,10,B,8,F17,22,2022-01-01
F1722_10_B_9,10,B,9,F17,22,2022-01-01
F1722_3_A_1,3,A,1,F17,22,2022-01-01
F1722_3_A_10,3,A,10,F17,22,2022-01-01
F1722_3_A_11,3,A,11,F17,22,2022-01-01
F1722_3_A_12,3,A,12,F17,22,2022-01-01
F1722_3_A_13,3,A,13,F17,22,2022-01-01
F1722_3_A_14,3,A,14,F17,22,2022-01-01
F1722_3_A_2,3,A,2,F17,22,2022-01-01
F1722_3_A_3,3,A,3,F17,22,2022-01-01
F1722_3_A_4,3,A,4,F17,22,2022-01-01
F1722_3_A_5,3,A,5,F17,22,2022-01-01
F1722_3_A_6,3,A,6,F17,22,2022-01-01
F1722_3_A_7,3,A,7,F17,22,2022-01-01
F1722_3_A_8,3,A,8,F17,22,2022-01-01
F1722_3_A_9,3,A,9,F17,22,2022-01-01
F1722_4_A_1,4,A,1,F17,22,2022-01-01
F1722_4_A_10,4,A,10,F17,22,2022-01-01
F1722_4_A_11,4,A,11,F17,22,2022-01-01
F1722_4_A_12,4,A,12,F17,22,2022-01-01
F1722_4_A_13,4,A,13,F17,22,2022-01-01
F1722_4_A_14,4,A,14,F17,22,2022-01-01
F1722_4_A_15,4,A,15,F17,22,2022-01-01
F1722_4_A_16,4,A,16,F17,22,2022-01-01
F1722_4_A_17,4,A,17,F17,22,2022-01-01
F1722_4_A_18,4,A,18,F17,22,2022-01-01
F1722_4_A_19,4,A,19,F17,22,2022-01-01
F1722_4_A_2,4,A,2,F17,22,2022-01-01
F1722_4_A_20,4,A,20,F17,22,2022-01-01
F1722_4_A_21,4,A,21,F17,22,2022-01-01
F1722_4_A_22,4,A,22,F17,22,2022-01-01
F1722_4_A_23,4,A,23,F17,22,2022-01-01
F1722_4_A_24,4,A,24,F17,22,2022-01-01
F1722_4_A_25,4,A,25,F17,22,2022-01-01
F1722_4_A_26,4,A,26,F17,22,2022-01-01
F1722_4_A_27,4,A,27,F17,22,2022-01-01
F1722_4_A_28,4,A,28,F17,22,2022-01-01
F1722_4_A_29,4,A,29,F17,22,2022-01-01
F1722_4_A_3,4,A,3,F17,22,2022-01-01
F1722_4_A_30,4,A,30,F17,22,2022-01-01
F1722_4_A_4,4,A,4,F17,22,2022-01-01
F1722_4_A_5,4,A,5,F17,22,2022-01-01
F1722_4_A_6,4,A,6,F17,22,2022-01-01
F1722_4_A_7,4,A,7,F17,22,2022-01-01
F1722_4_A_8,4,A,8,F17,22,2022-01-01
F1722_4_A_9,4,A,9,F17,22,2022-01-01
F1722_4_B_1,4,B,1,F17,22,2022-01-01
F1722_4_B_2,4,B,2,F17,22,2022-01-01
F1722_4_B_3,4,B,3,F17,22,2022-01-01
F1722_4_B_4,4,B,4,F17,22,2022-01-01
F1722_5_A_1,5,A,1,F17,22,2022-01-01
F1722_5_A_10,5,A,10,F17,22,2022-01-01
F1722_5_A_11,5,A,11,F17,22,2022-01-01
F1722_5_A_12,5,A,12,F17,22,2022-01-01
F1722_5_A_13,5,A,13,F17,22,2022-01-01
F1722_5_A_14,5,A,14,F17,22,2022-01-01
F1722_5_A_15,5,A,15,F17,22,2022-01-01
F1722_5_A_16,5,A,16,F17,22,2022-01-01
F1722_5_A_17,5,A,17,F17,22,2022-01-01
F1722_5_A_18,5,A,18,F17,22,2022-01-01
F1722_5_A_19,5,A,19,F17,22,2022-01-01
F1722_5_A_2,5,A,2,F17,22,2022-01-01
F1722_5_A_3,5,A,3,F17,22,2022-01-01
F1722_5_A_4,5,A,4,F17,22,2022-01-01
F1722_5_A_5,5,A,5,F17,22,2022-01-01
F1722_5_A_6,5,A,6,F17,22,2022-01-01
F1722_5_A_7,5,A,7,F17,22,2022-01-01
F1722_5_A_8,5,A,8,F17,22,2022-01-01
F1722_5_A_9,5,A,9,F17,22,2022-01-01
F1722_6_A_1,6,A,1,F17,22,2022-01-01
F1722_6_A_10,6,A,10,F17,22,2022-01-01
F1722_6_A_11,6,A,11,F17,22,2022-01-01
F1722_6_A_12,6,A,12,F17,22,2022-01-01
F1722_6_A_13,6,A,13,F17,22,2022-01-01
F1722_6_A_14,6,A,14,F17,22,2022-01-01
F1722_6_A_15,6,A,15,F17,22,2022-01-01
F1722_6_A_16,6,A,16,F17,22,2022-01-01
F1722_6_A_17,6,A,17,F17,22,2022-01-01
F1722_6_A_18,6,A,18,F17,22,2022-01-01
F1722_6_A_19,6,A,19,F17,22,2022-01-01
F1722_6_A_2,6,A,2,F17,22,2022-01-01
F1722_6_A_20,6,A,20,F17,22,2022-01-01
F1722_6_A_21,6,A,21,F17,22,2022-01-01
F1722_6_A_22,6,A,22,F17,22,2022-01-01
F1722_6_A_23,6,A,23,F17,22,2022-01-01
F1722_6_A_24,6,A,24,F17,22,2022-01-01
F1722_6_A_25,6,A,25,F17,22,2022-01-01
F1722_6_A_26,6,A,26,F17,22,2022-01-01
F1722_6_A_27,6,A,27,F17,22,2022-01-01
F1722_6_A_28,6,A,28,F17,22,2022-01-01
F1722_6_A_29,6,A,29,F17,22,2022-01-01
F1722_6_A_3,6,A,3,F17,22,2022-01-01
F1722_6_A_30,6,A,30,F17,22,2022-01-01
F1722_6_A_4,6,A,4,F17,22,2022-01-01
F1722_6_A_5,6,A,5,F17,22,2022-01-01
F1722_6_A_6,6,A,6,F17,22,2022-01-01
F1722_6_A_7,6,A,7,F17,22,2022-01-01
F1722_6_A_8,6,A,8,F17,22,2022-01-01
F1722_6_A_9,6,A,9,F17,22,2022-01-01
F1722_7_A_1,7,A,1,F17,22,2022-01-01
F1722_7_A_10,7,A,10,F17,22,2022-01-01
F1722_7_A_11,7,A,11,F17,22,2022-01-01
F1722_7_A_12,7,A,12,F17,22,2022-01-01
F1722_7_A_13,7,A,13,F17,22,2022-01-01
F1722_7_A_14,7,A,14,F17,22,2022-01-01
F1722_7_A_15,7,A,15,F17,22,2022-01-01
F1722_7_A_16,7,A,16,F17,22,2022-01-01
F1722_7_A_17,7,A,17,F17,22,2022-01-01
F1722_7_A_18,7,A,18,F17,22,2022-01-01
F1722_7_A_2,7,A,2,F17,22,2022-01-01
F1722_7_A_3,7,A,3,F17,22,2022-01-01
F1722_7_A_4,7,A,4,F17,22,2022-01-01
F1722_7_A_5,7,A,5,F17,22,2022-01-01
F1722_7_A_6,7,A,6,F17,22,2022-01-01
F1722_7_A_7,7,A,7,F17,22,2022-01-01
F1722_7_A_8,7,A,8,F17,22,2022-01-01
F1722_7_A_9,7,A,9,F17,22,2022-01-01
F1722_7_B_2,7,B,2,F17,22,2022-01-01
F1722_8_A_1,8,A,1,F17,22,2022-01-01
F1722_8_A_2,8,A,2,F17,22,2022-01-01
F1722_8_A_3,8,A,3,F17,22,2022-01-01
F1722_8_A_4,8,A,4,F17,22,2022-01-01
F1722_8_A_5,8,A,5,F17,22,2022-01-01
F1722_8_A_6,8,A,6,F17,22,2022-01-01
F1722_8_A_7,8,A,7,F17,22,2022-01-01
F1722_8_B_1,8,B,1,F17,22,2022-01-01
F1722_8_B_2,8,B,2,F17,22,2022-01-01
F1722_8_B_3,8,B,3,F17,22,2022-01-01
F1722_8_B_4,8,B,4,F17,22,2022-01-01
F1722_8_B_5,8,B,5,F17,22,2022-01-01
F1722_9_A_1,9,A,1,F17,22,2022-01-01
F1722_9_A_10,9,A,10,F17,22,2022-01-01
F1722_9_A_11,9,A,11,F17,22,2022-01-01
F1722_9_A_12,9,A,12,F17,22,2022-01-01
F1722_9_A_13,9,A,13,F17,22,2022-01-01
F1722_9_A_14,9,A,14,F17,22,2022-01-01
F1722_9_A_15,9,A,15,F17,22,2022-01-01
F1722_9_A_16,9,A,16,F17,22,2022-01-01
F1722_9_A_17,9,A,17,F17,22,2022-01-01
F1722_9_A_18,9,A,18,F17,22,2022-01-01
F1722_9_A_19,9,A,19,F17,22,2022-01-01
F1722_9_A_2,9,A,2,F17,22,2022-01-01
F1722_9_A_20,9,A,20,F17,22,2022-01-01
F1722_9_A_21,9,A,21,F17,22,2022-01-01
F1722_9_A_22,9,A,22,F17,22,2022-01-01
F1722_9_A_23,9,A,23,F17,22,2022-01-01
F1722_9_A_24,9,A,24,F17,22,2022-01-01
F1722_9_A_25,9,A,25,F17,22,2022-01-01
F1722_9_A_26,9,A,26,F17,22,2022-01-01
F1722_9_A_27,9,A,27,F17,22,2022-01-01
F1722_9_A_28,9,A,28,F17,22,2022-01-01
F1722_9_A_29,9,A,29,F17,22,2022-01-01
F1722_9_A_3,9,A,3,F17,22,2022-01-01
F1722_9_A_30,9,A,30,F17,22,2022-01-01
F1722_9_A_4,9,A,4,F17,22,2022-01-01
F1722_9_A_5,9,A,5,F17,22,2022-01-01
F1722_9_A_6,9,A,6,F17,22,2022-01-01
F1722_9_A_7,9,A,7,F17,22,2022-01-01
F1722_9_A_8,9,A,8,F17,22,2022-01-01
F1722_9_A_9,9,A,9,F17,22,2022-01-01
F1722_9_B_1,9,B,1,F17,22,2022-01-01
F1722_9_B_10,9,B,10,F17,22,2022-01-01
F1722_9_B_11,9,B,11,F17,22,2022-01-01
F1722_9_B_12,9,B,12,F17,22,2022-01-01
F1722_9_B_13,9,B,13,F17,22,2022-01-01
F1722_9_B_14,9,B,14,F17,22,2022-01-01
F1722_9_B_15,9,B,15,F17,22,2022-01-01
F1722_9_B_16,9,B,16,F17,22,2022-01-01
F1722_9_B_17,9,B,17,F17,22,2022-01-01
F1722_9_B_18,9,B,18,F17,22,2022-01-01
F1722_9_B_19,9,B,19,F17,22,2022-01-01
F1722_9_B_2,9,B,2,F17,22,2022-01-01
F1722_9_B_20,9,B,20,F17,22,2022-01-01
F1722_9_B_21,9,B,21,F17,22,2022-01-01
F1722_9_B_22,9,B,22,F17,22,2022-01-01
F1722_9_B_23,9,B,23,F17,22,2022-01-01
F1722_9_B_24,9,B,24,F17,22,2022-01-01
F1722_9_B_25,9,B,25,F17,22,2022-01-01
F1722_9_B_26,9,B,26,F17,22,2022-01-01
F1722_9_B_27,9,B,27,F17,22,2022-01-01
F1722_9_B_28,9,B,28,F17,22,2022-01-01
F1722_9_B_29,9,B,29,F17,22,2022-01-01
F1722_9_B_3,9,B,3,F17,22,2022-01-01
F1722_9_B_30,9,B,30,F17,22,2022-01-01
F1722_9_B_4,9,B,4,F17,22,2022-01-01
F1722_9_B_5,9,B,5,F17,22,2022-01-01
F1722_9_B_6,9,B,6,F17,22,2022-01-01
F1722_9_B_7,9,B,7,F17,22,2022-01-01
F1722_9_B_8,9,B,8,F17,22,2022-01-01
F1722_9_B_9,9,B,9,F17,22,2022-01-01
F6122_10_B_1,10,B,1,F61,22,2022-01-01
